ticker,date,category,agreement_score,directional_agreement,thesis_similarity,avg_target_price,num_models,calls_json,fwd_ret_1m,fwd_ret_3m,fwd_ret_6m
GBCI,2024-09-30,small_cap,0.4327,0.5,0.3318,45.33,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 49.59, ""thesis"": ""Strong upward medium-term momentum (+22.6%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 36.52, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 47.72, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 47.49, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.15962683463237723,0.11129687044514701,-0.013091997791270463
GPI,2024-09-30,small_cap,0.5834,0.75,0.3336,395.63,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 428.79, ""thesis"": ""Strong upward medium-term momentum (+30.9%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 312.88, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 424.17, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 416.67, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.07315155874067106,0.09537683534510324,0.043953535756695576
HLNE,2024-09-30,small_cap,0.5836,0.75,0.3339,171.38,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 187.33, ""thesis"": ""Strong upward medium-term momentum (+32.7%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 138.06, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 180.5, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 179.62, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.08569417852193821,-0.11984608853366864,-0.07071046218388058
HWKN,2024-09-30,small_cap,0.5827,0.75,0.3316,132.6,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 145.23, ""thesis"": ""Strong upward medium-term momentum (+43.7%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 105.84, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 140.64, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 138.68, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.08088176600115529,-0.02864060116613012,-0.12922511866912664
IBP,2024-09-30,small_cap,0.5832,0.75,0.3331,252.06,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 272.36, ""thesis"": ""Strong upward medium-term momentum (+24.1%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 202.64, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 270.07, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 263.18, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.12518771543507176,-0.2903021674794783,-0.2750166812102413
KAR,2024-09-30,small_cap,0.3998,0.5,0.2496,109.1,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 115.6, ""thesis"": ""Strong upward medium-term momentum (+0.0%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 116.95, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 102.84, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 101.0, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",,,
MC,2024-09-30,small_cap,0.5827,0.75,0.3318,66.41,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 72.36, ""thesis"": ""Strong upward medium-term momentum (+20.9%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 53.01, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 70.62, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 69.63, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.015034205406953148,0.09240862142450951,-0.10673381343691862
OII,2024-09-30,small_cap,0.5539,0.75,0.2599,25.64,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""hold"", ""target_price"": 24.8, ""thesis"": ""Consolidating trading range warrants a neutral rating until breakout confirmation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 25.14, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 27.49, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 25.12, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",-0.004825124052432375,0.032971438164595364,-0.0932851437026475
PRDO,2024-09-30,small_cap,0.5831,0.75,0.3329,22.39,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 24.32, ""thesis"": ""Strong upward medium-term momentum (+6.0%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 17.77, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 23.92, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 23.55, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.01079136530407328,0.18501858357494755,0.2056778596953229
SHOO,2024-09-30,small_cap,0.5836,0.75,0.3341,49.39,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 53.84, ""thesis"": ""Strong upward medium-term momentum (+17.1%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 39.44, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 52.66, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 51.62, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.07899583858972253,-0.13382787892107803,-0.4157066720657684
SLVM,2024-09-30,small_cap,0.5827,0.75,0.3317,84.19,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 91.47, ""thesis"": ""Strong upward medium-term momentum (+27.1%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 66.78, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 90.43, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 88.08, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.003018037528624003,-0.07985308457041176,-0.1947602234163354
AAPL,2024-12-31,large_cap,0.5834,0.75,0.3335,260.21,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 285.02, ""thesis"": ""Strong upward medium-term momentum (+10.5%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 208.09, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 274.23, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 273.48, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.08948975541087995,-0.18771096115430136,-0.1595859987464774
MSFT,2024-12-31,large_cap,0.4095,0.5,0.2737,420.62,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 477.32, ""thesis"": ""Strong upward medium-term momentum (+1.2%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 348.84, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 436.4, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 419.94, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",-0.02510081738749283,-0.1130294628548244,0.18537018635601002
NVDA,2024-12-31,large_cap,0.5747,0.75,0.3119,146.83,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 154.08, ""thesis"": ""Strong upward medium-term momentum (+13.0%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 136.24, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 149.66, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 147.33, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",-0.13128302120226482,-0.24186925252933994,0.17853553071965075
AMZN,2024-12-31,large_cap,0.4325,0.5,0.3313,231.16,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 253.44, ""thesis"": ""Strong upward medium-term momentum (+18.7%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 184.73, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 245.15, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 241.33, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.08218240954217164,-0.18679062783876665,0.018597027405102384
GOOGL,2024-12-31,large_cap,0.4329,0.5,0.3321,196.75,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 213.95, ""thesis"": ""Strong upward medium-term momentum (+14.3%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 158.46, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 207.58, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 207.02, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.0630217161708358,-0.2028864463779924,-0.06387799675909041
META,2024-12-31,large_cap,0.5491,0.75,0.2476,611.59,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 670.26, ""thesis"": ""Strong upward medium-term momentum (+2.3%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 586.82, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 600.81, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 588.46, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",0.19120077135381017,-0.09123161209719778,0.22891531303668813
BRK-B,2024-12-31,large_cap,0.5488,0.75,0.2469,441.45,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 384.38, ""thesis"": ""Persistent negative price trajectory (-0.7%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 454.37, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 469.24, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 457.81, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",0.024995558160028637,0.16960813310156098,0.05460201214845757
JPM,2024-12-31,large_cap,0.4238,0.5,0.3096,240.27,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 266.45, ""thesis"": ""Strong upward medium-term momentum (+16.3%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 235.43, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 204.6, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 254.59, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.11880177561799163,-0.041044915350667566,0.23777983671244626
V,2024-12-31,large_cap,0.4329,0.5,0.3321,326.98,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 361.1, ""thesis"": ""Strong upward medium-term momentum (+14.3%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 260.16, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 343.51, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 343.13, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.0942284483500796,0.07569003003839718,0.13224085425507437
LLY,2024-12-31,large_cap,0.4236,0.5,0.3089,721.17,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 652.18, ""thesis"": ""Persistent negative price trajectory (-13.2%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 878.13, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 668.04, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 686.34, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.04977982206485445,0.0238990302886724,0.004908023088669841
UNH,2024-12-31,large_cap,0.424,0.5,0.3099,465.4,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 424.37, ""thesis"": ""Persistent negative price trajectory (-14.3%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 570.89, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 427.93, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 438.4, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.08365950045026649,0.07292477333489361,-0.39277044847607906
XOM,2024-12-31,large_cap,0.5672,0.75,0.2931,92.56,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 89.35, ""thesis"": ""Persistent negative price trajectory (-10.8%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 100.13, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 89.21, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 91.55, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",-0.004462302488081464,0.05452866887780448,0.05174620820543137
JNJ,2024-12-31,large_cap,0.4182,0.5,0.2954,124.74,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 118.32, ""thesis"": ""Persistent negative price trajectory (-9.5%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 135.45, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 120.91, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 124.29, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.050131287679950856,0.11394897762446918,0.09151323069341882
PG,2024-12-31,large_cap,0.5994,0.75,0.3736,157.04,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""hold"", ""target_price"": 165.05, ""thesis"": ""Consolidating trading range warrants a neutral rating until breakout confirmation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 132.62, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 169.11, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 161.38, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",0.012759150548693898,0.03454341085049226,-0.030806696061494207
HD,2024-12-31,large_cap,0.3921,0.5,0.2302,362.75,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 316.19, ""thesis"": ""Persistent negative price trajectory (-4.9%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 434.05, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 325.58, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 375.17, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",0.05082381786293713,-0.07923442677307825,-0.04297735445659864
MA,2024-12-31,large_cap,0.4244,0.5,0.3111,539.6,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 597.7, ""thesis"": ""Strong upward medium-term momentum (+6.4%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 530.39, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 457.19, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 573.11, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.07256628501219752,0.009043402144850008,0.07649615143469529
COST,2024-12-31,large_cap,0.5994,0.75,0.3736,883.12,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""hold"", ""target_price"": 922.03, ""thesis"": ""Consolidating trading range warrants a neutral rating until breakout confirmation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 755.5, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 938.37, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 916.59, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",0.09774406052694747,0.05661918657263135,0.08545542601574847
ABBV,2024-12-31,large_cap,0.5568,0.75,0.267,158.76,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 142.64, ""thesis"": ""Persistent negative price trajectory (-9.0%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""hold"", ""target_price"": 165.31, ""thesis"": ""Fair valuation reflects balanced risk-reward relative to sector peers.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 176.12, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 150.96, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.08009583342392616,0.1454218352722928,0.07568779067223402
MRK,2024-12-31,large_cap,0.5749,0.75,0.3122,90.2,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 81.71, ""thesis"": ""Persistent negative price trajectory (-10.5%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 109.28, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""sell"", ""target_price"": 84.76, ""thesis"": ""Heightened earnings volatility and cyclical margin pressures elevate downside risk.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""sell"", ""target_price"": 85.04, ""thesis"": ""Macro headwinds and declining momentum justify a defensive posture.""}]",0.0031160694489547726,-0.12408202594816342,-0.17153311133636287
BAC,2024-12-31,large_cap,0.5829,0.75,0.3322,44.4,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 47.83, ""thesis"": ""Strong upward medium-term momentum (+12.7%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 35.6, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 47.65, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 46.51, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.05142208925832928,-0.1477842779941509,0.12071986377336658
CVX,2024-12-31,large_cap,0.4019,0.5,0.2548,137.11,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""sell"", ""target_price"": 115.27, ""thesis"": ""Persistent negative price trajectory (-3.1%) indicates structural distribution headwinds.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""buy"", ""target_price"": 156.21, ""thesis"": ""Recent price softening provides an attractive risk-adjusted entry point against fundamental book value.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""hold"", ""target_price"": 140.96, ""thesis"": ""Defensive operational balance sheet balanced by limited immediate re-rating catalysts.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""hold"", ""target_price"": 136.01, ""thesis"": ""Balanced near-term catalysts recommend maintaining current position.""}]",0.03106889691710961,0.08983477761610795,0.04149567542338994
CRM,2024-12-31,large_cap,0.5825,0.75,0.3313,346.4,4,"[{""model"": ""Simulated-AI-Momentum-Quant"", ""call"": ""buy"", ""target_price"": 375.43, ""thesis"": ""Strong upward medium-term momentum (+19.8%) signals continued institutional accumulation.""}, {""model"": ""Simulated-AI-Fundamental-Value"", ""call"": ""sell"", ""target_price"": 280.74, ""thesis"": ""Elevated multi-month valuation multiples leave little safety margin against forward earnings revisions.""}, {""model"": ""Simulated-AI-Quality-Compounder"", ""call"": ""buy"", ""target_price"": 365.91, ""thesis"": ""Stable financial profile and durable competitive moat support long-term compounding potential.""}, {""model"": ""Simulated-AI-Macro-Tactical"", ""call"": ""buy"", ""target_price"": 363.53, ""thesis"": ""Positive operating execution and robust revenue traction support upside.""}]",0.014686267564144378,-0.23659245533634915,-0.1904630865318874
